"investor_reference"," consumer_creditor_class","debt_amount"
"pf00057266","M3",3494
"wh00057354","M3",20118
"GD00057519","M3",1903
"JB00057893","M3",320
"MW00058663","M3",679
"PE00058762","M3",21740
"LH00059026","M3",1370
"JS00061105","M3",30177
"LD00061875","M3",201
"DD00061886","M3",302
"NR00062370","M3",664
"AC00062568","M3",44789
"JS00063052","M3",5660
"mw00063459","M3",591
"bm00064647","M3",1643
"ZS00064999","M3",1099
"GM00065296","M3",20942
"JL00065417","M3",1335
"HL00065582","M3",5605
"DE00065593","M3",70404
"GM00065967","M3",142
"JP00066121","M3",126
"SP00066253","M3",23212
"MP00066682","M3",11182
"AL00067320","M3",159
"AC00067463","M3",124
"AC00067694","M3",5399
"IN00068013","M3",4531
"DR00068046","M3",571
"PW00068464","M3",5657
"GP00068519","M3",256
"sw00069223","M3",166
"MW00069850","M3",5588
"OF00070037","M3",1140
"KB00070092","M3",10084
"JA00070169","M3",72906
"MA00070334","M3",72584
"st00070378","M3",20482
"CG00070444","M3",11506
"JE00070510","M3",6356
"RM00071016","M3",589
"JP00071071","M3",2088
"DH00071214","M3",353
"kn00071687","M3",1009
"bw00071775","M3",5045
"SB00072050","M3",3359
"PT00072435","M3",1551
"JD00072523","M3",3585
"AB00072699","M3",23647
"RS00072787","M3",10556
"CO00073029","M3",321
"BW00073238","M3",5735
"TP00073491","M3",6116
"IP00073755","M3",10067
"HW00073832","M3",697
"ST00073843","M3",6077
"MT00074228","M3",1107
"JC00074569","M3",170
"MS00074591","M3",13083
"MM00074646","M3",233
"MJ00074712","M3",2173
"AM00074767","M3",18146
"JF00075075","M3",15227
"GL00075339","M3",2927
"AW00075768","M3",4873
"ce00076120","M3",188
"PB00076208","M3",303
"bn00076373","M3",646
"DC00076406","M3",5474
"LS00076736","M3",10046
"tc00077044","M3",807
"HW00077055","M3",183
"MF00077066","M3",10958
"SB00077198","M3",1168
"MB00077220","M3",162
"MM00077330","M3",11215
"sw00077418","M3",2876
"SL00077737","M3",302
"VS00078342","M3",5515
"AW00078595","M3",593
"MC00078606","M3",483
"RT00079387","M3",2508
"CF00079398","M3",2240
"MS00079607","M3",1130
"RK00080069","M3",125
"ks00080641","M3",263
"DM00080652","M3",135
"DH00081059","M3",146
"al00081851","M3",20143
"JW00082126","M3",131
"JW00082170","M3",126
"GM00082346","M3",7042
"mc00083116","M3",2587
"JW00083292","M3",11093
"PB00083578","M3",241
"WG00083864","M3",2232
"NB00084095","M3",2645
"DS00084150","M3",9209
"JM00084315","M3",1934
"km00084623","M3",787
"AC00084722","M3",7412
"PB00084854","M3",2452
"AE00085338","M3",7765
"MH00086097","M3",282
"PN00086768","M3",5784
"RW00087043","M3",13864
"ss00087109","M3",8609
"SH00087340","M3",3795
"GW00087571","M3",324
"RH00088539","M3",5461
"KS00089727","M3",5734
"jl00089947","M3",1126
"JB00090519","M3",22287
"AD00090640","M3",10053
"PL00090739","M3",2418
"MS00090860","M3",9134
"MD00090904","M3",5502
"HT00091267","M3",9479
"PL00091971","M3",516
"CN00091982","M3",647
"VF00092125","M3",13650
"SI00092147","M3",2247
"dh00092312","M3",159
"jt00092411","M3",3016
"ct00093588","M3",403
"JW00093676","M3",1909
"FG00094006","M3",8239
"JH00094171","M3",5037
"cd00094292","M3",333
"DB00094556","M3",3241
"af00094721","M3",6391
"CT00094776","M3",46022
"CH00094919","M3",1911
"VL00094963","M3",7842
"MN00095216","M3",2063
"WM00095315","M3",588
"SK00095392","M3",20707
"GC00095689","M3",8021
"HT00095700","M3",14162
"TD00095788","M3",11002
"HW00095799","M3",299
"SN00096195","M3",10065
"LS00096228","M3",10730
"DW00096525","M3",726
"PJ00096558","M3",189
"ch00096646","M3",859
"LG00097086","M3",4149
"LM00097339","M3",11011
"dp00097625","M3",101
"ab00097735","M3",209
"gb00097966","M3",12403
"AC00098439","M3",37481
"IB00098505","M3",386
"jh00098527","M3",2333
"JA00099814","M3",11775
"DH00100144","M3",24772
"DW00100309","M3",138
"AB00100562","M3",12046
"RM00100881","M3",10076
"MN00101112","M3",563
"TB00101783","M3",6125
"WB00101882","M3",1125
"DJ00102069","M3",615
"JF00102553","M3",6031
"RL00102993","M3",10056
"RA00103037","M3",163
"jc00103059","M3",4511
"PA00103114","M3",950
"PW00103169","M3",1120
"bv00103719","M3",271
"AB00103741","M3",2694
"GH00103906","M3",2428
"ML00103983","M3",211
"ED00104027","M3",330
"lh00104522","M3",6136
"OO00104929","M3",383
"CH00104995","M3",3530
"MR00105050","M3",11025
"DH00105259","M3",261
"DK00105732","M3",5044
"wh00105930","M3",5051
"MF00106194","M3",2286
"AS00106238","M3",21728
"RK00106711","M3",1640
"PC00106975","M3",110
"SM00106986","M3",5465
"CW00107140","M3",1150
"RG00107261","M3",2826
"AS00107393","M3",294
"BS00107547","M3",491
"PB00107602","M3",572
"DA00107756","M3",362
"SS00107888","M3",131
"ES00107976","M3",558
"GC00108141","M3",125
"RM00108350","M3",5464
"rg00108955","M3",3250
"PW00109076","M3",2399
"MJ00109439","M3",101
"PL00109703","M3",7663
"GW00109956","M3",23923
"MH00110913","M3",11208
"CP00111254","M3",1174
"NM00111397","M3",50364
"WK00111408","M3",3072
"ip00111826","M3",8142
"CT00111848","M3",24141
"IY00112409","M3",21882
"AS00112706","M3",147
"TS00113091","M3",5074
"AB00113267","M3",1610
"aB00113421","M3",3366
"DS00113696","M3",7478
"MH00113817","M3",5596
"CQ00114015","M3",114
"GC00114609","M3",559
"DM00115357","M3",1275
"SM00115852","M3",25557
"KS00116589","M3",204
"JH00116710","M3",1243
"CA00116875","M3",661
"GT00116919","M3",1144
"EB00117403","M3",35038
"DK00117425","M3",633
"AB00117590","M3",16955
"SP00117601","M3",1412
"MJ00117854","M3",294
"CW00118217","M3",1028
"mt00119471","M3",775
"jc00120032","M3",24157
"pt00120087","M3",2651
"kR00120692","M3",23151
"NL00121440","M3",12935
"TM00121715","M3",188
"Pl00121748","M3",31782
"JC00121880","M3",1065
"DG00122331","M3",332
"JQ00123156","M3",305
"DP00123233","M3",2229
"SP00123497","M3",2346
"NK00123882","M3",165
"DC00123959","M3",5589
"JG00123992","M3",687
"EB00124234","M3",10171
"IM00124267","M3",1219
"JB00124278","M3",577
"el00124564","M3",1236
"EL00125048","M3",697
"MC00125202","M3",10881
"CH00125235","M3",5590
"RG00125312","M3",3295
"KB00125389","M3",235
"CS00125510","M3",20129
"GS00125697","M3",2016
"ge00126302","M3",26986
"MS00126445","M3",411
"KA00126698","M3",1234
"GN00127446","M3",11747
"GB00127567","M3",279
"AM00127611","M3",5755
"SE00127677","M3",427
"LD00127809","M3",34143
"DL00127864","M3",1226
"GT00128337","M3",530
"LB00128755","M3",113
"RC00129547","M3",3443
"IE00129613","M3",5823
"mp00129789","M3",3066
"JL00130075","M3",10054
"AW00130185","M3",202
"rf00130284","M3",5042
"ps00130427","M3",5654
"GC00130713","M3",666
"JA00130746","M3",1826
"sf00130988","M3",29216
"WM00131010","M3",2427
"RS00131164","M3",503
"ce00131208","M3",1014
"AR00131406","M3",1374
"JT00131494","M3",7038
"JH00132066","M3",5890
"Rs00132275","M3",55689
"ec00133078","M3",311
"DH00133672","M3",6034
"SS00133738","M3",3917
"FA00134156","M3",5025
"GE00134222","M3",7018
"SM00134343","M3",134
"AH00134618","M3",7773
"DL00134651","M3",1356
"AC00134728","M3",7503
"Bb00134761","M3",2008
"JK00134860","M3",1100
"JM00134882","M3",10050
"AS00135421","M3",560
"AH00135674","M3",1919
"SM00135795","M3",119
"DF00136004","M3",150
"dr00136169","M3",10069
"pb00136301","M3",11349
"NP00136356","M3",2819
"SF00136719","M3",1330
"AK00137016","M3",3448
"JM00137049","M3",8801
"DE00137137","M3",6191
"AS00137280","M3",27094
"FY00137379","M3",10051
"SR00137390","M3",4312
"RP00137423","M3",10051
"SS00137588","M3",2856
"CG00137632","M3",407
"RT00137918","M3",5947
"sb00138611","M3",2060
"ab00138622","M3",343
"JY00138842","M3",2824
"EB00138985","M3",5657
"bs00139172","M3",6822
"HS00139315","M3",84443
"CS00140602","M3",270
"AM00140822","M3",3675
"BM00141020","M3",3409
"ME00142417","M3",35727
"UA00142527","M3",13101
"PD00142648","M3",393
"bw00143220","M3",6053
"AF00143627","M3",1356
"TW00144881","M3",225
"DC00145035","M3",25203
"MP00145288","M3",3778
"pb00145310","M3",3514
"DW00145442","M3",2270
"PG00145486","M3",3431
"VF00146003","M3",3994
"KM00146366","M3",322
"KT00146553","M3",23837
"RM00146575","M3",15641
"NH00146949","M3",1584
"TW00147444","M3",338
"jh00147532","M3",6126
"RA00148181","M3",11203
"CG00148346","M3",5338
"rc00148687","M3",162
"RW00148709","M3",3832
"RB00148863","M3",4897
"AW00149182","M3",1666
"SA00149325","M3",257
"CT00149347","M3",759
"MP00149369","M3",4474
"CP00149413","M3",9059
"VJ00149908","M3",124
"AW00151228","M3",547
"SB00151327","M3",22977
"HH00151701","M3",104
"SH00151899","M3",201
"RA00152086","M3",754
"CC00153263","M3",11000
"GP00153450","M3",330
"VB00153593","M3",34223
"NB00154319","M3",1084
"WK00154363","M3",18531
"CS00154429","M3",11750
"AT00154891","M3",2954
"LT00155166","M3",22409
"KM00155221","M3",118
"BA00155815","M3",157
"TB00155936","M3",3336
"GS00156706","M3",3585
"SC00157003","M3",450
"PL00157102","M3",10088
"BK00157212","M3",1930
"DT00157498","M3",8045
"am00157960","M3",11517
"ED00158048","M3",4385
"de00158081","M3",5646
"SP00158268","M3",3505
"WR00158466","M3",5024
"FD00158587","M3",3703
"PM00158818","M3",3775
"PS00159005","M3",172
"FW00159071","M3",4794
"KL00159126","M3",4320
"WC00159236","M3",2621
"PS00159247","M3",269
"SJ00159291","M3",5574
"HM00159786","M3",2607
"JL00159885","M3",9433
"SH00160017","M3",157
"MT00160534","M3",5645
"SM00160710","M3",21971
"JF00160941","M3",8548
"DH00161216","M3",12870
"SN00161722","M3",5162
"AG00162140","M3",5658
"AW00162250","M3",4520
"SW00162833","M3",8993
"PU00162965","M3",5568
"JP00163416","M3",33620
"ms00163691","M3",30176
"LG00163889","M3",10635
"LB00164714","M3",3604
"PA00164846","M3",3381
"KN00165110","M3",11280
"DP00165198","M3",5705
"KR00166078","M3",2181
"JD00166221","M3",5464
"PW00166386","M3",314
"EC00166540","M3",330
"DW00166562","M3",576
"HA00166595","M3",5033
"DH00166661","M3",5961
"DL00166760","M3",6161
"MT00167167","M3",6042
"SP00167860","M3",43529
"MP00168025","M3",5043
"JB00168146","M3",1005
"SA00168751","M3",631
"AW00168850","M3",9164
"NN00169202","M3",161
"PH00169323","M3",248
"ms00169367","M3",227
"JO00169730","M3",33570
"tl00170093","M3",734
"AS00170566","M3",25156
"JD00170588","M3",5784
"MM00170940","M3",1462
"SC00170962","M3",2703
"SB00171314","M3",1160
"GS00171358","M3",3527
"AS00171490","M3",154
"PD00172051","M3",11990
"MH00172293","M3",28025
"TR00172315","M3",639
"JP00172425","M3",399
"DL00172634","M3",2852
"LC00172821","M3",12274
"CL00173107","M3",8976
"ST00173151","M3",306
"EM00173283","M3",762
"NH00173855","M3",7287
"SB00174207","M3",100
"OA00174636","M3",2432
"CL00174647","M3",4737
"GS00174823","M3",5786
"ej00175043","M3",636
"JW00175098","M3",3452
"SP00175175","M3",5039
"JD00175241","M3",302
"JS00175538","M3",21600
"AR00176143","M3",14034
"NC00176154","M3",345
"mg00176275","M3",9547
"AR00176286","M3",5025
"Hf00176418","M3",299
"CB00177628","M3",5392
"SF00177672","M3",3105
"PR00178024","M3",439
"SC00178200","M3",6383
"RP00178299","M3",5025
"HO00178398","M3",248
"NT00178453","M3",705
"AC00178475","M3",2920
"NW00178904","M3",6559
"MN00178948","M3",3578
"RH00179080","M3",1045
"PB00179432","M3",5026
"LL00179839","M3",15123
"KP00180301","M3",3590
"jh00180774","M3",693
"AL00181181","M3",11158
"RS00181643","M3",4279
"JJ00181940","M3",885
"sc00182655","M3",10856
"KB00183139","M3",1215
"PC00183711","M3",11202
"CS00184228","M3",436
"JR00184536","M3",2157
"GL00185262","M3",455
"KS00185405","M3",15110
"VT00185625","M3",6083
"MS00185889","M3",11497
"DB00185911","M3",5648
"AW00185988","M3",3282
"kM00186318","M3",2010
"CH00186472","M3",3650
"EB00186593","M3",11055
"AL00186692","M3",2814
"MB00187022","M3",3649
"JP00187209","M3",3141
"PW00187231","M3",2516
"MT00187275","M3",3122
"LJ00187451","M3",3521
"RE00187682","M3",11115
"AC00187814","M3",3451
"JD00187990","M3",112
"DH00188243","M3",3845
"RG00188562","M3",24677
"GG00188672","M3",46904
"SA00188969","M3",262
"MT00189189","M3",3647
"TK00189288","M3",40005
"IN00189684","M3",3697
"DR00190388","M3",8087
"VP00190399","M3",3731
"mh00190465","M3",5468
"HR00190663","M3",2827
"WG00190674","M3",737
"CS00190751","M3",11879
"CC00190938","M3",284
"WF00191081","M3",550
"JE00191345","M3",10943
"GO00191411","M3",101
"AW00191587","M3",3066
"mM00191642","M3",3582
"EC00191840","M3",593
"MM00192027","M3",4509
"MH00192038","M3",3642
"cf00192071","M3",3348
"DT00192137","M3",125
"SP00192357","M3",3708
"PB00192654","M3",2011
"AH00192973","M3",1919
"MS00193083","M3",3785
"ML00193105","M3",41596
"mk00193116","M3",11698
"ba00193149","M3",1006
"GR00193171","M3",18000
"NC00193325","M3",503
"DS00193919","M3",3705
"PR00194095","M3",5024
"CS00194106","M3",5250
"MK00194491","M3",5025
"tm00194656","M3",397
"PD00195217","M3",2845
"SW00195239","M3",3581
"NB00195415","M3",217
"JC00195624","M3",3223
"Bs00195888","M3",3636
"JL00196526","M3",3229
"FM00196691","M3",4458
"SK00196812","M3",4927
"jd00197175","M3",2224
"PF00197307","M3",5827
"CS00197439","M3",187
"sh00197670","M3",5982
"SJ00197758","M3",3640
"SB00197890","M3",3640
"PH00197945","M3",1159
"ME00198451","M3",30233
"sF00198616","M3",5341
"DA00198825","M3",5469
"SJ00198880","M3",3304
"BM00199298","M3",147
"HR00199540","M3",2191
"SP00199562","M3",3083
"MR00200189","M3",20105
"SH00200464","M3",10072
"PW00200497","M3",20128
"RM00200596","M3",1076
"JP00200640","M3",9207
"DB00200662","M3",3021
"GW00201322","M3",5955
"IC00201410","M3",4227
"KD00201850","M3",3167
"AD00201861","M3",3167
"AW00202367","M3",3725
"PO00202488","M3",5648
"IG00203071","M3",9466
"IC00203269","M3",3631
"rs00203423","M3",5379
"AY00204050","M3",437
"TM00204193","M3",5034
"PB00204677","M3",5658
"BP00205128","M3",3339
"AK00205326","M3",15680
"YS00205337","M3",6171
"SS00205359","M3",2835
"SS00205854","M3",3019
"GC00206096","M3",11317
"CP00206371","M3",5470
"GF00206910","M3",3563
"RD00207020","M3",3159
"GP00207394","M3",3315
"SG00208076","M3",3271
"JB00208384","M3",39040
"DP00208901","M3",3296
"ST00209099","M3",3625
"GS00209583","M3",127
"AH00210012","M3",5555
"BR00210133","M3",266
"JC00210562","M3",5873
"lc00232386","M3",7028
"ML00211277","M3",51315
"BF00211783","M3",5508
"JD00212300","M3",5026
"AP00212575","M3",3335
"RH00213158","M3",1812
"BN00213367","M3",3223
"MA00213620","M3",3686
"PW00214192","M3",1128
"HS00214225","M3",1630
"JC00214753","M3",5029
"JB00214929","M3",220
"PD00215094","M3",12090
"HJ00215182","M3",5547
"LW00215226","M3",865
"DS00215710","M3",16940
"KN00215743","M3",3381
"PH00216040","M3",2828
"PE00216304","M3",3630
"AC00216645","M3",5421
"GD00217052","M3",2830
"RH00217074","M3",2828
"BM00217668","M3",3328
"DP00217734","M3",5545
"sc00217822","M3",5644
"ED00218471","M3",290
"rs00218691","M3",605
"KY00218845","M3",2349
"AO00219087","M3",263
"JL00219670","M3",2863
"AP00219835","M3",3561
"SP00219890","M3",3561
"JH00220055","M3",6352
"jb00220275","M3",268
"AO00220748","M3",4350
"SS00220935","M3",3566
"TT00221001","M3",3216
"MH00221089","M3",6043
"DP00221386","M3",3012
"SM00221441","M3",1834
"LM00221716","M3",3331
"CD00221969","M3",5643
"TD00222222","M3",3019
"DS00222255","M3",1117
"FY00222761","M3",3627
"SP00222805","M3",4244
"DS00223256","M3",239
"jm00223795","M3",6161
"EB00223883","M3",10878
"SB00224070","M3",3321
"JU00224180","M3",22167
"TC00224213","M3",1274
"AE00224290","M3",11383
"AM00227183","M3",127
"AR00229240","M3",854
"AP00228624","M3",1182
"NW00228690","M3",473
"Da00229009","M3",1506
"IF00229031","M3",636
"KC00229317","M3",2405
"km00229801","M3",44073
"LB00230109","M3",19387
"JM00230219","M3",21761
"MW00231330","M3",5468
"AT00231924","M3",623
"kp00232606","M3",11213
"DB00233123","M3",2752
"LH00234289","M3",1008
"AM00234839","M3",7657
"DB00236808","M3",28756
"IW00237567","M3",5035
"JC00242935","M3",2228
"JH00237743","M3",10048
"CP00237930","M3",279
"SR00237985","M3",407
"MM00237996","M3",1510
"JR00238722","M3",5552
"AS00239206","M3",151
"NP00239393","M3",1068
"DP00239459","M3",4038
"RB00239481","M3",216
"DB00240262","M3",120
"SB00240592","M3",1542
"GF00240889","M3",2756
"DF00240911","M3",2756
"DG00242176","M3",10977
"CG00243122","M3",586
"LT00243320","M3",514
"GC00243815","M3",16788
"DW00243848","M3",170
"SC00243859","M3",5450
"GB00244035","M3",334
"BH00245036","M3",1118
"JP00246048","M3",1257
"MT00246532","M3",7658
"ps00247445","M3",3376
"MM00247544","M3",5987
"NP00248149","M3",562
"CD00249271","M3",5683
"MG00249337","M3",516
"MM00250151","M3",7567
"kW00250173","M3",2184
"NJ00250228","M3",4823
"EC00250910","M3",10946
"AM00251240","M3",8003
"DW00253088","M3",13849
"SH00253451","M3",5470
"CK00253814","M3",1871
"AA00254672","M3",5544
"DK00257323","M3",5574
"RD00257367","M3",35934
"LK00257521","M3",122
"RM00257587","M3",2587
"DC00258027","M3",2365
"AM00260183","M3",119
"JT00260700","M3",3908
"JO00261558","M3",164
"tM00261624","M3",946
"BO00263406","M3",325
"SK00263890","M3",2919
"AW00265815","M3",5030
"CD00266794","M3",5402
"CD00267135","M3",355
"TA00267157","M3",369
"BP00267322","M3",1100
"JJ00267674","M3",2791
"HB00267729","M3",4481
"CP00268191","M3",487
"DP00268224","M3",489
"SD00268961","M3",13271
"PW00269038","M3",568
"MB00269478","M3",1567
"DV00269555","M3",11263
"JS00270699","M3",3458
"cD00271425","M3",22003
"MC00271502","M3",4026
"PB00272217","M3",5470
"JR00272371","M3",34175
"RN00272921","M3",5482
"GC00272965","M3",258
"TO00273526","M3",32400
"DC00273812","M3",1711
"SK00274252","M3",1205
"AQ00275682","M3",13219
"DC00275979","M3",125
"pk00276254","M3",2849
"pm00276540","M3",13072
"AS00276980","M3",375
"AB00277673","M3",211
"SV00277860","M3",586
"AC00278036","M3",10056
"RB00278267","M3",5020
"DE00278322","M3",1804
"Sb00279422","M3",3863
"GH00279477","M3",10065
"CE00279774","M3",12464
"CH00280577","M3",11008
"DR00281809","M3",5498
"AS00282194","M3",3376
"PN00282568","M3",150
"AB00283404","M3",17571
"DL00284031","M3",2785
"DM00284284","M3",2571
"AS00285824","M3",5763
"IM00286099","M3",2941
"JB00286638","M3",1181
"AS00286671","M3",653
"DJ00287155","M3",35929
"HM00287661","M3",5587
"BB00288002","M3",4400
"GD00289190","M3",367
"AL00289223","M3",1069
"MM00289872","M3",3389
"dm00290037","M3",315
"wr00290345","M3",5435
"JB00290785","M3",16500
"MG00291038","M3",6163
"KS00291093","M3",11130
"AH00291335","M3",3080
"HK00291467","M3",1124
"DH00291852","M3",5863
"ph00291973","M3",5877
"NB00292886","M3",4275
"RH00295262","M3",10077
"AB00295273","M3",3499
"KW00295988","M3",416
"WS00296428","M3",800
"sb00296835","M3",3288
"KW00297396","M3",148
"CD00298023","M3",1129
"PD00298892","M3",17485
"RP00299552","M3",9698
"JC00300234","M3",12579
"SJ00300355","M3",268
"LG00300608","M3",9250
"WC00300641","M3",5497
"JJ00301972","M3",11121
"SP00302005","M3",150
"RE00302104","M3",10920
"NP00302522","M3",2430
"LB00303094","M3",5461
"DS00303193","M3",10493
"EC00304095","M3",57253
"DR00304986","M3",68923
"CL00305338","M3",10878
"PS00305558","M3",3409
"ES00305701","M3",14023
"CB00306196","M3",5603
"MT00307087","M3",497
"LH00307494","M3",227
"KD00307791","M3",3375
"gw00308594","M3",17757
"MM00308638","M3",4469
"JB00308715","M3",3585
"RC00309474","M3",4450
"MF00310167","M3",5757
"SS00310299","M3",10047
"GK00310761","M3",8248
"NP00310805","M3",20120
"JH00311036","M3",7958
"TD00311641","M3",8382
"DC00311696","M3",720
"MF00311740","M3",5469
"FP00312224","M3",187
"DS00314633","M3",5842
"GM00314996","M3",7895
"sc00315062","M3",7519
"PD00315161","M3",11208
"Ab00315480","M3",6523
"JS00315535","M3",7061
"JA00315832","M3",15053
"JT00316888","M3",3373
"df00317163","M3",264
"RC00317273","M3",33820
"DS00317427","M3",1007
"AL00317570","M3",15520
"RW00317988","M3",4501
"cp00318351","M3",112
"LH00318780","M3",11914
"DS00319220","M3",1609
"DF00320199","M3",5025
"LD00317482","M3",2760
"sb00317559","M3",6552
"DB00317845","M3",5708
"aw00318076","M3",11403
"JC00318164","M3",2019
"CB00318241","M3",2201
"VF00318263","M3",3315
"ie00318318","M3",345
"PM00318626","M3",11268
"PM00318703","M3",11261
"RL00319000","M3",14930
"dw00319242","M3",9014
"AD00319682","M3",116
"JR00320034","M3",11212
"RR00320045","M3",11212
"RB00320089","M3",8153
"FM00320188","M3",2305
"ML00320199","M3",284
"TD00320562","M3",1006
"PS00320705","M3",46027
"SW00321035","M3",11420
"SB00321211","M3",6584
"AR00321266","M3",1010
"LW00321442","M3",5730
"TR00321486","M3",3370
"JM00321585","M3",3021
"ns00321662","M3",6483
"WL00321882","M3",25383
"WC00321959","M3",1009
"CS00322069","M3",10752
"NM00322091","M3",17133
"AP00322102","M3",114
